time,open,high,low,close,media de Bollinger,Banda Superior,Banda Inferior,4EMA 3,4EMA 6,4EMA 13,4EMA 21,Maximos,mitad,Minimos,Volume,Volume MA,ATR,Variacion %,Variacion,ADX,sqzm1,porcentaje a la media 1,RSI,Angulo a la media,stoch,diferencia,cambio_label,cambio,close_log
1980-03-26T09:30:00-05:00,7.268874,7.368996,7.268874,7.288898,7.679851714,8.065804211,7.293899217,7.666034408,7.35475919,7.442932933,7.974145749,9.211245,4.6056225,7.2088,827113,1202092.6,0.122358962,1.377407285,0.100122,40.37459718,-0.387444233,-6.903248513,27.62395861,-41.28070596,7.343518179,0.0200239999999993,subió,1,1.9863523686130427
1980-03-27T09:30:00-05:00,7.288898,7.288898,7.048605,7.248849,7.644570524,8.039250002,7.249891045,7.628108462,7.324499136,7.407644945,7.948242294,9.211245,4.6056225,7.048605,1274067,1220070.6,0.161670308,3.296698623,0.240293,41.95032888,-0.385406139,-7.000578194,26.47037196,-41.04547444,10.21543504,-0.0400489999999997,bajó,-1,1.98084269764241
1980-03-28T09:30:00-05:00,7.348972,7.649338,7.348972,7.649338,7.62931381,8.008685126,7.249942493,7.63003842,7.41731024,7.451589137,7.937567141,9.211245,4.6056225,7.048605,685412,1199626.85,0.241276539,4.087183895,0.300366,40.26592468,-0.295453537,-1.499238945,49.48384159,40.80371409,18.93450474,0.4004890000000003,subió,1,2.034619108146281
1980-03-31T09:30:00-05:00,7.649338,7.729436,7.589265,7.709412,7.613103571,7.966759538,7.259447605,7.6372542,7.500767886,7.498466021,7.929418743,9.211245,4.6056225,7.048605,878925,1200906.55,0.207574693,1.832459227,0.140171,38.18638099,-0.196682875,-0.629548034,51.9450176,50.11464876,36.1495882,0.0600740000000001,subió,1,2.0424419200755066
1980-04-01T09:30:00-05:00,7.709412,7.809534,7.509167,7.56924,7.593079095,7.923497924,7.262660266,7.631071091,7.520331347,7.511334017,7.916555216,9.211245,4.6056225,7.048605,901398,1204620.8,0.238505462,3.896107771,0.300367,36.25537615,-0.130001618,-2.396652195,46.21379507,28.73527374,56.09936216,-0.1401720000000006,bajó,-1,2.0240926661081224
1980-04-02T09:30:00-05:00,7.56924,7.669363,7.549216,7.609289,7.575915286,7.881434641,7.270395931,7.629090901,7.545747819,7.529144014,7.905581423,9.211245,4.6056225,7.048605,661066,1173221.65,0.199052641,1.587305991,0.120147,34.46230021,-0.06643121,-1.728280525,48.00196694,29.6017682,69.6847845,0.0400490000000006,subió,1,2.0293697378110025
1980-04-03T09:30:00-05:00,7.629314,7.74946,7.629314,7.74946,7.571147524,7.868626052,7.273668995,7.640033546,7.603951299,7.569201466,7.900005658,9.211245,4.6056225,7.048605,538092,1136766.2,0.179425427,1.574794274,0.120146,32.23554172,0.010040567,0.176971333,53.85903276,46.30257727,75.97052303,0.1401709999999996,subió,1,2.047623163518317
1980-04-07T09:30:00-05:00,7.709412,7.709412,7.429069,7.449094,7.556844381,7.850481301,7.263207461,7.622675405,7.559706357,7.547363745,7.88390167,9.031025,4.5155125,7.048605,1583689,1157303.6,0.226413952,3.636373306,0.280343,31.27322646,0.030572767,-3.684675949,42.63312403,1.47496751,75.48352956,-0.3003660000000003,bajó,-1,2.008092414258028
1980-04-08T09:30:00-05:00,7.449094,7.529192,7.328947,7.489143,7.542541238,7.82618446,7.258898017,7.610536096,7.539545398,7.536778155,7.869803146,9.031025,4.5155125,7.048605,963197,1136266.8,0.217690968,2.68817926,0.200245,30.83995187,0.059086218,-2.936108955,44.32116342,13.76321209,72.80696797,0.0400490000000006,subió,1,2.013454371757115
1980-04-09T09:30:00-05:00,7.489143,7.549216,7.449094,7.529192,7.529191619,7.798327086,7.260056152,7.603141178,7.536587284,7.535398854,7.857638462,9.011001,4.5055005,7.048605,880174,1138670.15,0.178501312,1.33689529,0.100122,30.28739087,0.100465414,-2.231850658,46.05288535,27.46724506,66.08185521,0.0400489999999997,subió,1,2.018787731937438
1980-04-10T09:30:00-05:00,7.529192,7.629314,7.529192,7.629314,7.518702619,7.768226418,7.26917882,7.605520526,7.563080631,7.552474335,7.849484017,9.011001,4.5055005,7.048605,480662,1124125.45,0.152374875,1.329784126,0.100122,29.1809283,0.154509996,-0.78889089,50.27105151,43.71061414,63.74269698,0.1001219999999998,subió,1,2.0319979329974953
1980-04-11T09:30:00-05:00,7.629314,7.669363,7.589265,7.609289,7.509167143,7.741275511,7.277058775,7.605863114,7.576283022,7.562804274,7.840905624,9.011001,4.5055005,7.048605,941973,1115479.75,0.128282583,1.049871587,0.080098,27.86599895,0.192191625,-0.998906923,49.42779774,32.2570289,64.91229069,-0.0200249999999995,bajó,-1,2.0293697378110025
1980-04-14T09:30:00-05:00,7.609289,7.669363,7.56924,7.629314,7.506306524,7.734171844,7.278441203,7.607995013,7.59143473,7.574896952,7.83334878,8.890854,4.445427,7.048605,477541,1067319.9,0.118896055,1.315799676,0.100123,26.76309354,0.230981891,-0.674359493,50.33659164,34.50835748,70.76023008,0.0200249999999995,subió,1,2.0319979329974953
1980-04-15T09:30:00-05:00,7.629314,7.649338,7.609289,7.629314,7.504399429,7.729537011,7.279261847,7.609933103,7.602257379,7.58479096,7.826061824,8.870829,4.4354145,7.048605,646085,1052962.45,0.092613704,0.524935794,0.040049,25.73896708,0.253688237,-0.631127014,50.33659164,19.68177777,73.9765909,0.0,mantuvo,0,2.0319979329974953
1980-04-16T09:30:00-05:00,7.629314,7.669363,7.409045,7.429069,7.501538762,7.727926881,7.275150643,7.593490911,7.552774985,7.556477877,7.811883508,8.870829,4.4354145,7.048605,1245352,1044535.25,0.148515136,3.412076105,0.260318,25.89447523,0.243447114,-3.199825954,41.46836592,-4.785733681,72.80699718,-0.2002449999999997,bajó,-1,2.0054005480522332
1980-04-17T09:30:00-05:00,7.429069,7.449094,7.328947,7.328947,7.489142667,7.719951767,7.258333566,7.569441465,7.488824132,7.515108626,7.794635776,8.870829,4.4354145,7.048605,644212,997717.45,0.13905909,1.617255137,0.120147,26.40342751,0.200201454,-4.306858305,37.83275578,-30.17240298,61.69588607,-0.1001219999999998,bajó,-1,1.9918318493716518
1980-04-18T09:30:00-05:00,7.328947,7.409045,7.168752,7.168752,7.475793048,7.728178171,7.223407924,7.53301515,7.397374951,7.452134694,7.772282784,8.770707,4.3853535,7.048605,708508,965350.75,0.172803727,3.278683827,0.240293,27.50907829,0.121247999,-6.137696817,32.81167923,-63.99933122,42.10524241,-0.1601950000000007,bajó,-1,1.9697315808841709
