time,open,high,low,close,media de Bollinger,Banda Superior,Banda Inferior,4EMA 3,4EMA 6,4EMA 13,4EMA 21,Maximos,mitad,Minimos,Volume,Volume MA,ATR,Variacion %,Variacion,ADX,sqzm1,porcentaje a la media 1,RSI,Angulo a la media,stoch,diferencia,cambio_label,cambio,close_log
1980-01-03T09:30:00-05:00,7.809534,7.92968,7.669363,7.909656,7.800951857,8.185001968,7.416901747,7.855669603,7.974877913,7.958042031,7.787638149,8.169974,4.084987,7.2088,1148596,1012605.55,0.198028211,3.333323089,0.260317,25.17301475,0.361348136,1.382039925,53.30887146,-18.32539261,78.83846621,0.1001219999999998,subió,1,2.0680842915797686
1980-01-04T09:30:00-05:00,7.989754,8.189998,7.989754,8.169974,7.84004719,8.209855454,7.470238926,7.88424273,8.030619652,7.996575116,7.801293,8.189998,4.094999,7.2088,1069942,1025808.2,0.225466141,2.506259892,0.200244,24.14170883,0.359417238,4.556186621,62.71898205,19.49875175,68.50868474,0.2603179999999998,subió,1,2.1004657264923066
1980-01-07T09:30:00-05:00,8.169974,8.570463,8.1099,8.450316,7.888678,8.280140956,7.497215044,7.935703936,8.150532894,8.079073459,7.824472393,8.570463,4.2852315,7.2088,1315267,1059204.9,0.30383176,5.637263962,0.460563,24.78325924,0.383975802,7.826941147,69.8562256,53.40261102,68.54083827,0.280342000000001,subió,1,2.134203837119557
1980-01-08T09:30:00-05:00,8.47034,8.750683,8.47034,8.750683,7.950658429,8.401777962,7.499538895,8.009792942,8.322004353,8.201184284,7.857551344,8.750683,4.3753415,7.2088,1539992,1061483.35,0.30267684,3.309701854,0.280343,25.9208328,0.448926564,11.0804293,75.36803741,89.74419831,78.99480401,0.3003669999999996,subió,1,2.16913175446608
1980-01-09T09:30:00-05:00,8.750683,8.890854,8.65056,8.65056,8.005010476,8.482989062,7.527031891,8.068044493,8.415877395,8.28288896,7.885873081,8.890854,4.445427,7.2088,3126803,1173065.75,0.28188256,2.746002798,0.240294,27.34461255,0.465074753,9.030057164,70.66913197,57.6898418,87.16526301,-0.1001229999999999,bajó,-1,2.157624058732645
1980-01-10T09:30:00-05:00,8.65056,8.750683,8.570463,8.690609,8.063176714,8.553527316,7.572826113,8.124641266,8.494372139,8.357019876,7.91461365,8.890854,4.445427,7.2088,1488805,1173346.65,0.24799504,2.083333333,0.18022,28.13862014,0.482295724,8.900390732,71.44595749,56.09102539,90.41659135,0.0400489999999997,subió,1,2.1622430173741325
1980-01-11T09:30:00-05:00,8.690609,8.710634,8.590487,8.670585,8.116575238,8.611807984,7.621342492,8.174272515,8.544718671,8.414031717,7.941612627,8.890854,4.445427,7.2088,624237,1152653.2,0.205379027,1.382492297,0.120147,28.87591289,0.486887089,8.029150103,70.42854976,46.58645407,86.3144767,-0.0200239999999993,bajó,-1,2.159936262564622
1980-01-14T09:30:00-05:00,8.670585,8.730658,8.630536,8.670585,8.166159571,8.66332191,7.668997233,8.219391832,8.580680479,8.460677768,7.967647354,8.890854,4.445427,7.2088,2035012,1197442.2,0.170293351,1.154731774,0.100122,29.62420636,0.498815931,7.472432495,70.42854976,53.06953278,84.1529737,0.0,mantuvo,0,2.159936262564622
1980-01-15T09:30:00-05:00,8.670585,8.670585,8.430292,8.47034,8.194765905,8.690568413,7.698963396,8.242205302,8.549154628,8.462434538,7.985600663,8.890854,4.445427,7.2088,830235,1165450.05,0.193626567,2.771358565,0.240293,28.97597172,0.454154171,4.486661174,60.22237061,6.34121326,80.32783977,-0.2002450000000006,bajó,-1,2.136570649534813
1980-01-16T09:30:00-05:00,8.510389,8.630536,8.510389,8.570463,8.23481481,8.71868928,7.750940339,8.27204691,8.555242734,8.482076076,8.006488604,8.890854,4.445427,7.2088,2042503,1191106.2,0.182483045,1.411768604,0.120147,28.37403955,0.443155101,5.383105101,63.13626938,28.50749536,77.59560515,0.1001229999999999,subió,1,2.1483217568212996
1980-01-17T09:30:00-05:00,8.570463,8.590487,8.530414,8.570463,8.264374714,8.749688816,7.779060613,8.299175646,8.559591382,8.498146426,8.026630546,8.890854,4.445427,7.2088,521862,1158708.3,0.141679697,0.700930627,0.060073,27.81510254,0.412474815,5.018379312,63.13626938,10.09099942,73.77047122,0.0,mantuvo,0,2.1483217568212996
1980-01-18T09:30:00-05:00,8.570463,8.590487,8.47034,8.570463,8.301563,8.768784442,7.834341558,8.323838133,8.562697558,8.511294894,8.046053134,8.890854,4.445427,7.2088,1064948,1146691.75,0.134502131,1.401872921,0.120147,26.88169682,0.382137865,4.679462378,63.13626938,6.296986127,72.85973545,0.0,mantuvo,0,2.1483217568212996
1980-01-21T09:30:00-05:00,8.570463,8.810756,8.510389,8.750683,8.344472524,8.806940892,7.882004156,8.362642211,8.616407685,8.554820004,8.071218486,8.890854,4.445427,7.2088,1464459,1172784.85,0.189790421,3.504676468,0.300367,26.98737195,0.381036608,6.558963464,68.52446651,26.21140727,74.49908895,0.1802200000000002,subió,1,2.16913175446608
1980-01-22T09:30:00-05:00,8.750683,8.790732,8.590487,8.590487,8.377846571,8.820214967,7.935478176,8.383355374,8.609001775,8.561304913,8.08976379,8.890854,4.445427,7.2088,759072,1124531.35,0.19327528,2.288335665,0.200245,27.08549886,0.35851622,4.167428274,60.01776396,7.100343386,77.23133267,-0.1601960000000009,bajó,-1,2.1506554282191646
1980-01-23T09:30:00-05:00,8.590487,8.770707,8.530414,8.770707,8.41217419,8.857198406,7.967149975,8.418569158,8.655203268,8.599378019,8.114083191,8.890854,4.445427,7.2088,948840,1139544.25,0.208947854,2.797198808,0.240293,26.73578707,0.369651226,6.067578835,65.30387663,28.78713901,80.48572588,0.1802200000000002,subió,1,2.1714174188702797
1980-01-24T09:30:00-05:00,8.770707,8.870829,8.750683,8.750683,8.44364119,8.887450146,7.999832235,8.448761326,8.682483191,8.626888016,8.136818898,8.890854,4.445427,7.2088,1728512,1207991.85,0.179347236,1.369855361,0.120146,26.85258565,0.37245472,5.412775426,64.27386959,18.89777178,81.38152061,-0.0200239999999993,bajó,-1,2.16913175446608
1980-01-25T09:30:00-05:00,8.750683,8.790732,8.730658,8.790732,8.477015286,8.917423143,8.036607429,8.479849569,8.713411422,8.656677831,8.160172938,8.890854,4.445427,7.2088,1226001,1243042.75,0.139589491,0.686506413,0.060074,26.80678292,0.382853168,5.52670386,65.46243305,21.74082519,82.41195898,0.0400489999999997,subió,1,2.1736979846803064
1980-01-28T09:30:00-05:00,8.790732,8.890854,8.750683,8.870829,8.511342905,8.95458448,8.068101329,8.515393153,8.758387873,8.695614407,8.185553511,8.890854,4.445427,7.328947,820871,1249690.85,0.139783327,1.594531604,0.140171,27.20203038,0.403585506,6.109866395,67.79970566,25.79408333,83.00787406,0.0800970000000003,subió,1,2.182768253059119
1980-01-29T09:30:00-05:00,8.870829,8.890854,8.670585,8.710634,8.53804219,8.96829922,8.107785161,8.533142321,8.744743909,8.698345242,8.204306386,8.890854,4.445427,7.328947,1040603,1286302.4,0.166611885,2.483071199,0.220269,26.93777285,0.385134388,3.78456469,59.076893,-5.960205214,81.96951373,-0.1601949999999998,bajó,-1,2.164544578112026
1980-01-30T09:30:00-05:00,8.710634,9.011001,8.710634,9.011001,8.580951762,9.011422702,8.150480822,8.576584019,8.820817364,8.755191744,8.233116908,9.011001,4.5055005,7.328947,1096784,1294667.2,0.211196923,3.448279425,0.300367,27.22444682,0.380407256,7.101840774,67.60260486,6.377262249,83.02981917,0.3003669999999996,subió,1,2.1984461642283684
1980-01-31T09:30:00-05:00,9.011001,9.211245,8.770707,8.810756,8.628629,8.978042479,8.279215521,8.597872381,8.817942688,8.765294336,8.253746875,9.211245,4.6056225,7.328947,1573701,1315922.45,0.287643949,4.888890812,0.440538,28.22438686,0.311115503,4.244164202,58.70745391,-25.48334703,77.87684015,-0.2002450000000006,bajó,-1,2.175973247844238
1980-02-01T09:30:00-05:00,8.810756,9.011001,8.750683,8.950927,8.678213333,8.947105447,8.40932122,8.629968256,8.855938206,8.799045729,8.278646166,9.211245,4.6056225,7.328947,1069942,1315922.45,0.278535299,2.954547828,0.260318,28.99383991,0.281400679,5.613405184,62.47765817,2.682314678,75.72151034,0.1401710000000005,subió,1,2.191757102342195
1980-02-04T09:30:00-05:00,8.950927,9.031025,8.790732,8.810756,8.708726762,8.919474306,8.497979218,8.646403505,8.843029004,8.801174869,8.297650088,9.211245,4.6056225,7.328947,1243480,1312333.1,0.265787866,2.684559934,0.240293,29.78109088,0.226283366,3.584369205,56.81826643,-3.918704439,65.14472262,-0.1401710000000005,bajó,-1,2.175973247844238
1980-02-05T09:30:00-05:00,8.810756,8.930903,8.810756,8.930903,8.731611857,8.935008936,8.528214778,8.672267096,8.86813586,8.824761802,8.320266264,9.211245,4.6056225,7.328947,537468,1262206.9,0.217240911,1.363640078,0.120147,30.51210964,0.221792236,4.754642459,60.19019513,30.13055138,61.27665118,0.1201470000000011,subió,1,2.189517509596972
1980-02-06T09:30:00-05:00,8.930903,9.011001,8.770707,9.011001,8.744007952,8.966154412,8.521861493,8.703061087,8.908954472,8.858623475,8.344935361,9.211245,4.6056225,7.348972,873931,1149563.3,0.224925274,2.69059019,0.240294,31.49895495,0.21980413,5.370922013,62.32952012,31.63240274,57.46517437,0.0800979999999995,subió,1,2.1984461642283684
1980-02-07T09:30:00-05:00,9.011001,9.011001,8.830781,8.850805,8.753543429,8.97587397,8.531212887,8.716492352,8.892340337,8.857201934,8.363002134,9.211245,4.6056225,7.368996,1064948,1128370.45,0.210023516,1.999999778,0.18022,32.4153113,0.192020161,3.140263728,55.78843972,9.402068144,59.9514218,-0.1601960000000009,bajó,-1,2.1805084153351646
1980-02-08T09:30:00-05:00,8.850805,8.890854,8.770707,8.770707,8.757357619,8.978729104,8.535986134,8.721420956,8.857587955,8.841475582,8.377563022,9.211245,4.6056225,7.368996,1989443,1196630.75,0.180064677,1.357469744,0.120147,32.65946199,0.148202327,2.000215097,52.7679031,-4.285997653,57.95850767,-0.0800979999999995,bajó,-1,2.1714174188702797
1980-02-11T09:30:00-05:00,8.770707,8.850805,8.610512,8.670585,8.757357619,8.978729104,8.535986134,8.716799506,8.804158539,8.810404567,8.388028093,9.211245,4.6056225,7.368996,1797802,1184770.25,0.200140785,2.739722123,0.240293,31.48338331,0.089795298,0.705874669,49.13987733,-18.5849619,49.44434242,-0.1001219999999989,bajó,-1,2.159936262564622
1980-02-12T09:30:00-05:00,8.670585,8.710634,8.610512,8.710634,8.759264714,8.979319988,8.53920944,8.716239005,8.777437242,8.792264464,8.399549732,9.211245,4.6056225,7.368996,749084,1180712.7,0.16680119,1.154731774,0.100122,30.39131024,0.021983936,1.124977466,50.62133945,-27.65151727,37.09347584,0.0400489999999997,subió,1,2.164544578112026
1980-02-13T09:30:00-05:00,8.770707,8.870829,8.770707,8.790732,8.774521476,8.972164257,8.576878695,8.723011096,8.781235744,8.791985834,8.413520528,9.211245,4.6056225,7.469118,1936383,1175406.7,0.164599127,1.141549934,0.100122,30.2368584,-0.018973108,1.935016394,53.57195166,-12.3428967,27.13973017,0.0800979999999995,subió,1,2.1736979846803064
1980-02-14T09:30:00-05:00,8.770707,8.770707,8.590487,8.65056,8.778335619,8.968637821,8.588033418,8.716424632,8.743899817,8.766272046,8.421986223,9.211245,4.6056225,7.509167,963197,1197473.45,0.176481084,2.054794442,0.18022,28.73607692,-0.083602073,0.19954071,48.08636663,-33.3904992,21.79420349,-0.1401719999999997,bajó,-1,2.157624058732645
1980-02-15T09:30:00-05:00,8.570463,8.570463,8.250072,8.430292,8.77166081,8.982524776,8.560796843,8.690412575,8.654297584,8.705184765,8.422282858,9.211245,4.6056225,7.629314,1505035,1219477.8,0.251150056,3.738316121,0.320391,27.8316598,-0.173626192,-2.305927382,40.90593563,-64.02353905,20.22514233,-0.2202680000000008,bajó,-1,2.1318314096107915
1980-02-19T09:30:00-05:00,8.390243,8.390243,8.270096,8.310145,8.759264714,9.009468147,8.509061282,8.655842795,8.555968274,8.633359353,8.418277934,9.211245,4.6056225,7.669363,941973,1193353.5,0.220832038,1.431984747,0.120147,26.9918439,-0.259559664,-3.525834919,37.56786764,-66.34568535,16.60541548,-0.1201469999999993,bajó,-1,2.1174770575719264
1980-02-20T09:30:00-05:00,8.310145,8.410267,8.310145,8.370218,8.741147333,9.020561339,8.461733328,8.629876905,8.502896767,8.585515471,8.416561508,9.211245,4.6056225,7.669363,1158583,1213329.05,0.180595358,1.204816522,0.100122,26.08303918,-0.338370257,-2.606891993,40.22834214,-65.98418077,14.51162561,0.0600729999999991,subió,1,2.1246799295624474
1980-02-21T09:30:00-05:00,8.370218,8.390243,8.169974,8.210023,8.72303,9.047261278,8.398798722,8.591708368,8.419218548,8.517244113,8.409185133,9.211245,4.6056225,7.669363,1290922,1230433.15,0.193819906,2.631580205,0.220269,25.88190387,-0.415392839,-4.309930552,35.79136319,-73.08316216,10.61981377,-0.1601949999999998,bajó,-1,2.105355724922045
1980-02-22T09:30:00-05:00,8.210023,8.210023,8.1099,8.1099,8.691563,9.069627189,8.313498811,8.547907607,8.33084182,8.443181547,8.398496378,9.211245,4.6056225,7.669363,1192292,1203622.15,0.162587604,1.219521553,0.100123,25.94838812,-0.495869709,-5.213327719,33.28804003,-83.43976665,8.672455444,-0.1001229999999999,bajó,-1,2.093085537595074
1980-02-25T09:30:00-05:00,8.089876,8.089876,7.949705,7.989754,8.655328286,9.093934716,8.216721855,8.49716637,8.233388157,8.360740174,8.383898436,9.211245,4.6056225,7.669363,1119881,1198316.15,0.161790069,1.732671799,0.140171,26.62253526,-0.571604961,-6.288223615,30.49585901,-91.5520371,5.441884458,-0.120146,bajó,-1,2.078159970818601
1980-02-26T09:30:00-05:00,7.989754,8.1099,7.989754,8.1099,8.622907714,9.09186444,8.153950989,8.461960337,8.198105827,8.31513287,8.374112778,9.211245,4.6056225,7.669363,846465,1199595.85,0.147908713,1.503750929,0.120146,27.0983967,-0.600590485,-4.491561962,36.32264322,-60.44035047,4.938195123,0.120146,subió,1,2.093085537595074
1980-02-27T09:30:00-05:00,8.1099,8.169974,7.969729,7.989754,8.580951762,9.083272393,8.078631131,8.419032488,8.138576733,8.255973075,8.360385678,9.211245,4.6056225,7.669363,1077432,1201437.3,0.165354142,2.469142653,0.200245,27.08554769,-0.652468061,-5.633039061,33.27910697,-82.55264551,5.54823482,-0.120146,bajó,-1,2.078159970818601
1980-02-28T09:30:00-05:00,7.989754,8.009778,7.829558,7.969729,8.545670571,9.082095102,8.00924604,8.378186716,8.090334524,8.203928698,8.346433654,9.211245,4.6056225,7.669363,914507,1192323.45,0.170309428,2.25563891,0.18022,27.63299123,-0.661071443,-5.526215879,32.7796964,-54.54315117,8.176083246,-0.0200249999999995,bajó,-1,2.075650489714615
1980-02-29T09:30:00-05:00,7.969729,8.069852,7.869607,8.049827,8.499900381,9.034858381,7.964942381,8.348335833,8.078760946,8.175910208,8.335840559,9.211245,4.6056225,7.669363,1094287,1168352.75,0.180287952,2.51256975,0.200245,27.68773331,-0.662723474,-4.235298045,36.91091346,-47.21913221,10.31687317,0.0800980000000004,subió,1,2.0856506005163142
1980-03-03T09:30:00-05:00,8.049827,8.129925,7.989754,7.989754,8.460805048,9.00877546,7.912834635,8.315737484,8.05333039,8.142063624,8.323480325,9.211245,4.6056225,7.669363,853331,1157522.2,0.166915635,1.74129208,0.140171,27.29558552,-0.653640905,-4.689524863,35.14376886,-36.48611157,13.32849333,-0.0600730000000009,bajó,-1,2.078159970818601
1980-03-04T09:30:00-05:00,7.989754,7.989754,7.909656,7.969729,8.414081333,8.957643554,7.870519113,8.284282168,8.029444278,8.110730056,8.310846349,9.211245,4.6056225,7.669363,827113,1136703.85,0.137976423,1.002508963,0.080098,27.29187652,-0.656194106,-4.639892846,34.54238553,-39.94715956,15.32012022,-0.0200249999999995,bajó,-1,2.075650489714615
1980-03-05T09:30:00-05:00,7.969729,7.989754,7.809534,7.849583,8.36831119,8.923315068,7.813307313,8.244764062,7.978055342,8.063248773,8.294372658,9.211245,4.6056225,7.669363,1289049,1174282.9,0.152057615,2.261306501,0.18022,27.70572202,-0.65673042,-5.795475113,31.06322154,-38.79598245,14.75099629,-0.120146,bajó,-1,2.0604604093642376
1980-03-06T09:30:00-05:00,7.829558,7.829558,7.709412,7.74946,8.312052,8.867055899,7.757048101,8.19973642,7.912742387,8.006196269,8.274911492,9.211245,4.6056225,7.669363,1267201,1193946.4,0.14809541,1.534518296,0.120146,28.47041664,-0.648520472,-6.633497506,28.45747575,-35.03564024,11.69913174,-0.1001229999999999,bajó,-1,2.047623163518317
1980-03-07T09:30:00-05:00,7.74946,7.849583,7.729436,7.789509,8.253885714,8.780506908,7.727264521,8.162443018,7.877532848,7.966798584,8.257575689,9.211245,4.6056225,7.709412,1172941,1199346.05,0.138779274,1.550391898,0.120147,29.01386137,-0.627423356,-5.747612279,30.98376569,-27.4264128,8.393149667,0.0400489999999997,subió,1,2.052777828371181
1980-03-10T09:30:00-05:00,7.789509,7.869607,7.729436,7.809534,8.204301381,8.709055633,7.699547129,8.13036038,7.858104606,7.938205023,8.2415742,9.211245,4.6056225,7.709412,1383933,1169070.55,0.139243182,1.799484409,0.140171,29.34522017,-0.597837195,-5.153608094,32.28799519,-18.52130956,8.098966886,0.0200250000000004,subió,1,2.0553452949779727
1980-03-11T09:30:00-05:00,7.809534,7.909656,7.74946,7.849583,8.160438333,8.639558488,7.681318179,8.104835163,7.855669861,7.922091928,8.227574514,9.211245,4.6056225,7.709412,832107,1120785.8,0.146227455,2.051287567,0.160196,29.2999139,-0.561256748,-4.349184829,34.96919748,-9.287518645,10.76820207,0.0400489999999997,subió,1,2.0604604093642376
1980-03-12T09:30:00-05:00,7.829558,7.829558,7.709412,7.809534,8.119435905,8.578873005,7.659998805,8.077989603,7.842488187,7.90162685,8.212644496,9.211245,4.6056225,7.709412,771556,1121909.4,0.144208637,1.534518296,0.120146,29.45284219,-0.522065965,-4.554361279,33.52118651,-2.384843601,14.61572062,-0.0400489999999997,bajó,-1,2.0553452949779727
1980-03-13T09:30:00-05:00,7.74946,7.74946,7.649338,7.689387,8.070805095,8.504542877,7.637067313,8.042662094,7.79874499,7.863037787,8.193956728,9.211245,4.6056225,7.649338,1114887,1080834.6,0.149537758,1.291986796,0.100122,29.8801428,-0.48112306,-5.701013561,29.52062014,-3.578660143,16.60630743,-0.1201470000000002,bajó,-1,2.0398410664260553
1980-03-14T09:30:00-05:00,7.689387,7.729436,7.649338,7.669363,8.017406571,8.396151758,7.638661385,8.008725813,7.761778707,7.827824189,8.175221238,9.211245,4.6056225,7.649338,1440738,1104711.65,0.126391172,1.041669511,0.080098,30.27692193,-0.43839228,-5.599365928,28.89367244,-5.251649703,14.9658801,-0.0200240000000002,bajó,-1,2.0372335610827945
1980-03-17T09:30:00-05:00,7.649338,7.649338,7.489143,7.489143,7.962101,8.313546006,7.610655994,7.961491011,7.683882791,7.766245791,8.150718443,9.211245,4.6056225,7.489143,933234,1076121.6,0.144334115,2.094233514,0.160195,31.34942532,-0.422994816,-7.468674002,23.90832251,-39.89765005,10.15084715,-0.1802199999999993,bajó,-1,2.013454371757115
1980-03-18T09:30:00-05:00,7.489143,7.589265,7.469118,7.589265,7.922052095,8.255687137,7.588417053,7.927652283,7.656849136,7.734067465,8.130666535,9.211245,4.6056225,7.469118,1413896,1099717.75,0.136271743,1.604282359,0.120147,32.42401512,-0.393794837,-5.777616569,31.1119596,-23.31966595,7.233915139,0.1001219999999998,subió,1,2.026734748773778
1980-03-19T09:30:00-05:00,7.56924,7.56924,7.449094,7.449094,7.881049667,8.220694953,7.54140438,7.884146985,7.597490526,7.682254108,8.106324659,9.211245,4.6056225,7.449094,1580568,1120817.0,0.137571495,1.58729278,0.120146,33.50312239,-0.379405855,-7.156906321,27.18180072,-31.60890648,5.749839546,-0.1401710000000005,bajó,-1,2.008092414258028
1980-03-20T09:30:00-05:00,7.449094,7.489143,7.328947,7.328947,7.831465333,8.173296154,7.489634512,7.833674259,7.520763804,7.618016452,8.078561171,9.211245,4.6056225,7.328947,1355842,1124063.0,0.145112997,2.150543408,0.160196,34.95717388,-0.380914844,-8.230647556,24.31025594,-53.10499908,6.487981737,-0.1201469999999993,bajó,-1,1.9918318493716518
1980-03-21T09:30:00-05:00,7.328947,7.409045,7.308923,7.409045,7.793323524,8.135871723,7.450775325,7.795071599,7.488844146,7.580021643,8.054649879,9.211245,4.6056225,7.308923,1126123,1120754.55,0.130115998,1.366117124,0.100122,36.37719788,-0.36889306,-6.732441462,29.71063553,-38.6341946,5.67439678,0.0800979999999995,subió,1,2.002701551110231
1980-03-24T09:30:00-05:00,7.409045,7.409045,7.248849,7.268874,7.753274667,8.117227816,7.389321518,7.747235454,7.425995533,7.523449344,8.026586455,9.211245,4.6056225,7.248849,1588058,1144163.4,0.140142665,2.162167999,0.160196,37.90248378,-0.385849408,-8.097783053,26.14887065,-62.97774156,5.588482149,-0.1401709999999996,bajó,-1,1.9836013964686496
1980-03-25T09:30:00-05:00,7.268874,7.328947,7.2088,7.268874,7.718947048,8.104899458,7.332994638,7.703748049,7.381103666,7.477162918,7.999525296,9.211245,4.6056225,7.2088,2255368,1214608.55,0.133477444,1.652896996,0.120147,39.45159802,-0.385527587,-7.615129739,26.14887065,-44.22498466,6.454958435,0.0,mantuvo,0,1.9836013964686496
